18
    200.00   1.07727e+02 
    298.00   1.10662e+02 
    400.00   1.13766e+02 
    500.00   1.17051e+02 
    600.00   1.21443e+02 
    700.00   1.26015e+02 
    800.00   1.31155e+02 
    900.00   1.36561e+02 
   1000.00   1.42806e+02 
   1150.00   1.53604e+02 
   1250.00   1.61744e+02 
   1357.00   1.72380e+02 
   1358.00   2.76514e+02 
   1500.00   2.90067e+02 
   2000.00   3.35610e+02 
   2500.00   3.88662e+02 
   3000.00   4.48666e+02 
   3500.00   5.12566e+02 
