24
   300.  9.088349
   350.  7.919087
   400.  6.642165
   450.  6.063200
   500.  5.562326
   550.  4.950000
   600.  4.690262
   650.  4.243205
   700.  3.590000
   750.  3.316924
   800.  3.302238
   850.  3.239466
   900.  3.004521
   950.  2.843814
   1000.  2.789495
   1050.  2.753003
   1100.  2.645205
   1150.  2.376972
   1357.  1.264930
   1500.  1.269642
   2000.  1.391617
   2500.  1.501249
   3000.  1.456222
   3500.  1.430746
